,iso,covax_total,avat_total,bilateral_total,donation_total,GGHE,Funding_amount,Funding amount utilized,Disbursement amount,Proportion_utilized,vaccine_willingness,funding_as_GGHE_prop,country,xcovax_offer,xcovax_strtemp,xcovax_should_have,name_short,income_group,population,Administration_rate_fully_vaccianted_70,per_population_current_doses_remaining_country,per_population_courses_secured_shipped_per_country,num_courses_remaining_country,num_doses_administered_per_capita,per_courses_req_secured_WHO_70,per_courses_shipped_WHO_70,per_courses_secured_WHO_70,doses_administered_by_population,num_courses_administered_WHO_70,num_courses_secured_WHO_70,num_courses_shipped_WHO_70,per_courses_administered_WHO_70,WHO_70per_global_target_vaccination_coverage_by_mid_status,WHO_40per_global_target_vaccination_coverage_by_mid_status,WHO_20per_global_target_vaccination_coverage_by_mid_status,WHO_10per_global_target_vaccination_coverage_by_mid_status,num_of_courses_required_WHO_70per,num_of_courses_required_administered_WHO_70per,num_of_courses_required_shipped_WHO_70per,num_of_courses_required_secured_WHO_70per,num_of_courses_required_WHO_40per,num_of_courses_required_administered_WHO_40per,num_of_courses_required_shipped_WHO_40per,num_of_courses_required_secured_WHO_40per,num_of_doses_administered_date,num_of_courses_secured,num_of_courses_delivered_date,num_of_doses_delivered_date,num_of_doses_remaining_in_country,per_of_population_fully_vaccinated_per_country,per_of_population_coverage_in_national_target_definition,Administration_rate__fully_vaccinated_4wk_average,National_target_deadline,Progress_national_target,National_target_detail,Progress_target_per_country,COVAX_participation_modality,total_vaccine_doses_received_utilized,who_region,vaccine_courses_secured_population,courses_delivered_date_population,Number_individuals_fully_vaccinated_any_product_from_any_source,day_average_of_individuals_fully_vaccinated,day_average_of_total_COVID_vaccine,days_until_country_coverage_target_achievement,doses_remaining_in_country_population,Vaccination_60_above,Vaccination_for_HCW,t70_scaleup,reported_supply_bottleneck,reported_lack_funding_bottleneck,reported_delivery_bottleneck,reported_health_bottleneck_bottleneck,reported_demand_challenges_bottleneck,reported_strategy_protocols_bottleneck,reported_needs_risk_and_engagement_strategies,reported_needs_health_recruitment_and_training,reported_needs_rapid_or_to_and_gaps_health_absorption_capacities,reported_needs_financial_support_support,reported_needs_procurement_vaccines_vaccines,reported_needs_guidance_developing_policies_or_for_up_vaccination_vaccination,reported_needs_operational_and_for_chain_management,Intent_to_vaccinate1,Name,Mortality,Primary_series_coverage,first_dose_coverage,pop_60,pop_hcw
105,JPN,0,0,6.84E+08,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,Japan,HIC,126476461,0,0.030686214,2.153688835,3881083.7,2.05361642,0,0,0,2.05361642,97386875,0,0,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,97386875,0,0,0,55649643,0,0,0,259734137,421000000,148609058,297218116,7762167.4,0.797263643,NA,0.00012564,,Not captured,NA,70% target met,Self-financing,0.973883936,WPR,3.328682639,1.174993804,100835084,0.006123083,774425.8214,NA,0.061372427,0.758814339,0.52816959,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.6,Japan,0.168,80.22,81.559,43610188,10909282
106,JEY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jersey,0.928,74.463,77.217,NA,NA
107,JOR,477750,0,11500000,1200000,1617913383,68302526,NA,0,NA,0.939,0.042216429,NA,NA,NA,NA,Jordan,UMIC,10203134,0.008814838,0,0.112299025,0,0.969946783,0.161338005,0.121987732,0.145842893,0.969946783,4484687,1145802,958386,0.42916863,Off track,2) Goal met after deadline,1) Goal met by deadline,1) Goal met by deadline,7856413,3371726,2413340,1267538,4489379,4692,0,0,9896497,6588875,5443073,10886146,0,0.439540145,NA,0.000105748,,Not captured,NA,"between 10% and 40%, off track for 70%",Self-financing,1,EMR,0.645769721,0.533470696,4484687,0.000241809,2467.214286,NA,0,NA,NA,36.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7,Jordan,0,43.972,46.701,646047,99108
108,KAZ,0,0,14230000,NA,3074419112,3200000,NA,201434.96,NA,0.84,0.001040847,NA,NA,NA,NA,Kazakhstan,UMIC,18776707,0.005482936,0,0.095394549,0,1.281051518,0.080342292,0.099739841,0.123889063,1.281051518,10063229,1791196,1442045,0.303971196,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,14458064,4394835,2952790,1161594,8261751,0,0,0,24053929,13296470,11505274,23010549,0,0.535942165,NA,0.000448453,,Not captured,NA,"40% target met, not on track for 70%",No,1,EUR,0.708136389,0.61274184,10063229,0.001801634,33828.75,NA,0,0,0,3.04,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,78.8,Kazakhstan,0.005,53.776,55.89,2399336,482244
109,KEN,21287310,1804800,NA,5836500,1914014280,150673685,4306517,8654431.33,2.009612717,0.909,0.078721296,Kenya,NA,NA,NA,Kenya,LMIC,53771296,0.017831097,0.105127594,0.298771625,5652847,0.332354738,0.220491462,0.172203182,0.388015085,0.332354738,9079472,16065337,7129883,0.780709729,Off track,3) Goal not yet met,3) Goal not yet met,2) Goal met after deadline,41403898,32324426,25194543,9129206,23659370,14579898,7450015,0,17871145,32274692,16209355,32418710,11305694,0.168853509,0.6,0.000494848,12/31/2022,Off track,0.6,NA,AMC,0.651260214,AFR,0.600221585,0.301449959,9079472,0.000146794,7893.321429,5440,0.210255189,0.238210208,0.530141221,121.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.9,Kenya,0,15.465,21.78,2353246,472310
110,KIR,104000,0,NA,103000,17422005.76,154950,NA,48043.58503,NA,NA,0.008893924,NA,NA,NA,NA,Kiribati,LMIC,119449,0.004376285,0.176158863,0.225284431,21042,1.20734372,0,0.367324085,0,1.20734372,58191,0,33785,0.367324085,Off track,2) Goal met after deadline,1) Goal met by deadline,2) Goal met after deadline,91976,33785,0,0,52558,0,0,0,144216,130410,103500,207000,42084,0.487161885,1,0.000725055,1/1/2023,Off track,1,NA,AMC,0.796695652,WPR,1.091763012,0.866478581,58191,0.001892021,226,447,0.352317726,0.915951569,0.302718287,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kiribati,0,48.716,66.777,8507,2428
111,XKX,1255590,0,NA,NA,NA,21968036,230000,308041.04,1.33930887,NA,NA,NA,NA,NA,NA,Kosovo,UMIC,1795666,0.007394445,0.098175969,NA,176291.25,1.042012267,NA,0.285596707,NA,1.042012267,840498,NA,394884,0.392116517,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,1382663,542165,147281,NA,790093,0,0,NA,1871106,NA,1235382,2470765,352582.5,0.468070343,0.9,0.000471413,12/31/2022,Off track,0.9,"40% target met, not on track for 70%",AMC,0.857298246,EUR,NA,0.687979836,840498,0.001095773,1967.642857,743,0.196351939,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.751,50.246,NA,NA
112,KWT,35100,0,6.00E+06,NA,NA,NA,NA,NA,NA,0.975,NA,NA,NA,NA,NA,Kuwait,HIC,4270571,0,0,0,0,1.86606428,0,0,0,1.86606428,3288340,0,0,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,3288340,0,0,0,1879051,0,0,0,7969160,4366515,4383038,8766077,0,0.771434546,NA,7.11E-05,,Not captured,NA,70% target met,Self-financing,1,EMR,1.022466317,1.026335354,3294466,0.000963973,4116.714286,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7,Kuwait,0,77.226,80.111,305603,71572
113,KGZ,1428000,0,2430000,1935200,231506834.8,49367196,978461,1178057.573,1.203990321,0.709,0.213242931,NA,NA,NA,NA,Kyrgyzstan,LMIC,6524191,0.01782076,0.204678021,0.330284475,1335358.5,0.420843443,0,0.35519536,0.401010465,0.420843443,1224731,2014527,1784369,0.756205825,Off track,3) Goal not yet met,3) Goal not yet met,2) Goal met after deadline,5023627,3798896,2014527,0,2870644,1645913,0,0,2745663,5163939,3009100,6018200,2670717,0.187721512,0.7,0.000226158,7/30/2022,Off track,0.7,NA,AMC,0.556226613,EUR,0.791506411,0.461221935,1224731,0.000546619,3566.25,1826,0.409356041,0.336232511,0.544514623,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4,Kyrgyzstan,0,18.871,21.537,559009,94969
114,LAO,5987880,0,NA,7739760,156059428.6,29272282.33,1185375,3435698.51,2.89840642,0.982,0.18757138,NA,NA,NA,NA,Laos,LMIC,7275560,0,0.314772815,0.042013879,2290148.5,1.446992259,0,0.176251892,0,1.446992259,4614786,0,987395,0.176251892,On track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,5602181,987395,0,0,3201246,0,0,0,10527679,8698994,8393320,16786640,4580297,0.634286021,0.8,0.001225664,12/31/2022,On track,0.8,"40% target met, on track for 70%",AMC,0.72714629,WPR,1.19564604,1.15363216,4614786,0.005393841,39243.21429,35,0.629545629,0.72986179,1,0,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,99.1,Lao People's Democratic Republic,0.069,63.429,77.935,513278,17378
115,LVA,0,0,NA,201240,NA,NA,NA,NA,NA,0.822,NA,NA,NA,NA,NA,Latvia,HIC,1907675,0.000986476,0.433924935,1.829477243,827787.75,1.473570184,0,0.137992117,0,1.473570184,1266212,0,202698,0.137992117,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,1468910,202698,0,0,839377,0,0,0,2811093,5971530,2481482,4962965,1655575.5,0.663746183,NA,6.11E-05,,Not captured,NA,"40% target met, not on track for 70%",No,0.666414029,EUR,3.1302659,1.300788656,1266212,0.00042754,815.6071429,NA,0.86784987,1,0.712762479,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latvia,1.101,66.463,68.159,523066,56591
116,LBN,1626390,0,1.00E+06,817250,2355391507,49294128,NA,411047.14,NA,0.919,0.02092821,NA,NA,NA,NA,Lebanon,UMIC,6825445,0.011843922,0,0,0,0.820810951,0.444278315,0.138909349,-0.030571812,0.820810951,2351269,-160673,730051,0.552615851,Off track,3) Goal not yet met,1) Goal met by deadline,1) Goal met by deadline,5255593,2904324,2174273,2334946,3003196,651927,0,82548,5602400,2920648,3081320,6162640,0,0.344485817,NA,9.77E-05,,Not captured,NA,"between 10% and 40%, off track for 70%",Self-financing,1,EMR,0.4279058,0.451446023,2351269,0.000229995,1569.821429,NA,0,NA,NA,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.9,Lebanon,0.147,34.449,39.225,793977,82801
117,LSO,754290,561600,2.00E+05,203340,152760919.8,32335216,978454,537965.9034,0.549812156,NA,0.211672043,NA,NA,NA,NA,Lesotho,LMIC,2142249,0.011084092,0.155067408,0.45681221,332193,0.435908711,0,0.092320125,0.461729145,0.435908711,735610,761637,152285,0.55404927,Off track,3) Goal not yet met,1) Goal met by deadline,1) Goal met by deadline,1649532,913922,761637,0,942590,206980,54695,0,933825,1866500,887895,1775790,664386,0.343382119,0.5,7.26E-05,12/31/2022,Off track,0.5,"between 10% and 40%, off track for 70%",AMC,0.625864545,AFR,0.871280836,0.414468626,735610,0.000254839,545.9285714,866,0.310134816,1,1,43.49,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,NA,Lesotho,0,76.408,43.591,164284,16143
118,LBR,1246980,549600,NA,27000,55072006.86,13519653.45,978461,2214982.073,2.263740786,NA,0.245490481,NA,NA,NA,NA,Liberia,LIC,5057681,0.013738225,0,0.455611771,0,0.363268462,0.148819052,-0.109809075,0.591703656,0.363268462,1438154,2304339,-427642,0.630713632,Off track,3) Goal not yet met,2) Goal met after deadline,2) Goal met after deadline,3894414,2456260,2883902,579563,2225380,787226,1214868,0,1837296,3314851,1010512,2021025,0,0.284350476,0.7,0.001268064,12/31/2022,Off track,0.7,NA,AMC,1,AFR,0.655409268,0.199797496,1438154,0.00426915,21592,180,0,NA,NA,3.22,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,Liberia,0,28.435,34.631,274498,36001
119,LBY,2262870,0,4860000,731250,NA,6928706,NA,1148774.89,NA,0.784,NA,NA,NA,NA,NA,Libya,UMIC,6871292,0.016278649,0.174730531,0.211058561,1200624.5,0.502604023,0.111132427,0.399105633,0.274102019,0.502604023,1141034,1450245,2111626,0.784340079,Off track,3) Goal not yet met,3) Goal not yet met,2) Goal met after deadline,5290895,4149861,2038235,587990,3023368,1882334,0,0,3453539,4702905,3252660,6505320,2401249,0.166058145,NA,4.01E-05,,Not captured,NA,NA,Self-financing,0.630879188,EMR,0.684428052,0.473369492,1141034,0.000128968,886.1785714,NA,0.349461062,NA,NA,126.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9,Libya,0,16.611,32.238,495173,74168
120,LIE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liechtenstein,0,67.995,68.86,NA,NA
121,LTU,0,0,NA,NA,NA,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA,Lithuania,HIC,2794090,0.000411679,0.679207828,1.385591552,1897767.8,1.596792158,0,0.117746691,0,1.596792158,1898123,0,253326,0.117746691,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,2151449,253326,0,0,1229400,0,0,0,4461581,8458754,4587287,9174574,3795535.6,0.679334953,NA,3.65E-05,,Not captured,NA,"40% target met, not on track for 70%",No,0.586298437,EUR,3.027373671,1.641782119,1898123,0.000172328,481.5,NA,1.358415656,NA,NA,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.6,Lithuania,0.465,67.956,69.93,760356,92625
122,LUX,0,0,NA,NA,NA,NA,NA,NA,NA,0.924,NA,NA,NA,NA,NA,Luxembourg,HIC,626108,0,0.329909536,1.710370256,206559,2.000645256,0,0.042638191,0,2.000645256,461547,0,20556,0.042638191,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,482103,20556,0,0,275488,0,0,0,1252620,1996286,925410,1850820,413118,0.737168348,NA,7.16E-05,,Not captured,NA,70% target met,No,0.776791908,EUR,3.188405994,1.478035738,461547,0.001530259,958.1071429,NA,0.659819073,1,0.80008241,0,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,NA,Luxembourg,0,73.736,74.893,129141,31975
123,MDG,3144260,604800,NA,3.00E+05,206914157.1,152793217.8,4070028,4834949.882,1.187940201,0.787,0.738437717,NA,NA,NA,NA,Madagascar,LIC,27691018,0.018113239,0.034621028,0.434810179,958691.5,0.081781428,0.326347931,0.059633899,0.564688517,0.081781428,1051811,12040336,1271519,0.950670347,Off track,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,21322084,20270273,18998754,6958418,12184048,11132237,9860718,0,2264611,14363666,2323330,4646660,1917383,0.037983833,0.505,1.20E-06,6/30/2023,Off track,0.505,NA,AMC,0.587363181,AFR,0.518712115,0.083901935,1051811,0.001206843,33418.71429,770,0.069242055,NA,0.454979711,15.01,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,74.9,Madagascar,0,4.178,4.661,1445605,80166
124,MWI,2813850,604800,NA,152000,185999915,39938146.48,1493213,3821398.453,2.559178398,NA,0.214721316,NA,NA,NA,NA,Malawi,LIC,19129952,0.022661395,0.060587789,0.390517472,1159041.5,0.107401472,0.327915909,0.103229158,0.507165584,0.107401472,908688,7470581,1520572,0.938310651,Off track,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,14730063,13821375,12300803,4830222,8417179,7508491,5987919,0,2054585,9899840,2429260,4858520,2318083,0.047500799,0.7,3.49E-05,6/30/2023,Off track,0.7,NA,AMC,0.522882894,AFR,0.517504722,0.12698725,908688,4.53E-05,865.7857143,28040,0.121175578,0.050719975,1,500.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malawi,0,4.75,8.346,808042,29519
125,MYS,1387200,0,86100000,5415000,6893755763,2728827,NA,1082354.54,NA,0.989,0.00039584,NA,NA,NA,NA,Malaysia,UMIC,32365999,0,0.106870179,0.152289923,3458960.1,2.147026174,0,0,0,2.147026174,24921819,0,0,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,24921819,0,0,0,14241040,0,0,0,69490647,47378220,42449204,84898408,6917920.2,0.807590707,NA,0.000390766,,Not captured,NA,70% target met,No,0.918515313,WPR,1.463826885,1.311536962,26138480,0.001181127,38228.35714,NA,0.213740358,0.899811715,0.78584997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,Malaysia,0.102,82.472,85.779,3702369,639617
126,MDV,581770,0,3.00E+05,4.00E+05,354560231.6,11159297.33,230000,777859.02,3.381995739,NA,0.031473629,NA,NA,NA,NA,Maldives,UMIC,540544,0,0.140139378,0.896356263,75751.5,1.740968358,0,0.077588962,0,1.740968358,383925,0,32294,0.077588962,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,416219,32294,0,0,237839,0,0,0,941070,1091505,606985,1213970,151503,0.710256704,0.9,1.96E-05,6/1/2022,Off track,0.9,70% target met,AMC,0.875200376,SEAR,2.019271327,1.122915063,383925,0.000275648,149,1278,0.280278756,NA,NA,0,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,NA,Maldives,0,71.026,73.737,33136,17054
127,MLI,2505600,0,NA,NA,188169167.6,69509426,3105169,2893240.83,0.931749876,0.772,0.369398594,Mali,NA,NA,NA,Mali,LIC,20250833,0.019187126,0.051062418,0.523767294,1034056.5,0.098463357,0.175058187,0.076514732,0.680217283,0.098463357,1063605,10606724,1193105,0.931790202,Off track,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,15593141,14529536,13336431,2729707,8910367,7846762,6653657,0,1993965,12863434,2256710,4513420,2068113,0.052521543,0.47,0.000102543,12/31/2022,Off track,0.47,NA,AMC,0.54178583,AFR,0.635205179,0.111437885,1063605,0.000135361,2741.178571,6036,0.102124836,0.117845791,1,141.75,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,79.8,Mali,0.005,5.309,7.11,800822,22785
128,MLT,0,0,NA,NA,NA,NA,NA,NA,NA,0.841,NA,NA,NA,NA,NA,Malta,HIC,514564,0,0,1.414477111,0,2.344763722,0,0,0,2.344763722,396214,0,0,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,396214,0,0,0,226408,0,0,0,1206531,1392433,664594,1329189,0,0.861820881,NA,9.43E-05,,Not captured,NA,70% target met,No,1,EUR,2.70604434,1.29156723,443462,0.000535544,275.5714286,NA,0,1,0.93240782,0,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,Malta,2.138,86.23,87.419,126558,20038
129,MHL,NA,NA,NA,NA,16312106.56,129000,NA,63993.9163,NA,NA,0.007908237,NA,NA,NA,NA,Marshall Islands,UMIC,59194,0.007700949,NA,NA,NA,1.022654323,0.285745628,NA,NA,1.022654323,25623,NA,NA,0.437833213,Off track,2) Goal met after deadline,1) Goal met by deadline,1) Goal met by deadline,45579,19956,NA,13024,26045,422,NA,0,60535,32554,NA,NA,NA,0.432864817,NA,0.00064256,,Not captured,NA,"between 10% and 40%, off track for 70%",AMC,NA,WPR,0.549962834,NA,25623,0.002421819,143.3571429,NA,NA,0.639365605,0.031319911,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marshall Islands,0,45.43,56.197,4994,4917
130,MTQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martinique,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Not captured,NA,NA,,NA,AMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martinique,0,38.128,39.52,112509,NA
131,MRT,3317550,352800,NA,335000,86083833.53,39251334.52,978364,2046061.473,2.091309036,0.867,0.455966387,NA,NA,NA,NA,Mauritania,LMIC,4649658,0.014879478,0.150251922,0.007606581,698620.05,0.570105801,0.361975757,0.329799675,0.009878676,0.570105801,1068149,35368,1180761,0.701654108,Off track,3) Goal not yet met,2) Goal met after deadline,1) Goal met by deadline,3580237,2512088,1331327,1295959,2045850,977701,0,0,2650797,2284278,2248910,4497819,1397240.1,0.229726358,0.664,5.02E-05,12/31/2023,Off track,0.664,"between 10% and 40%, off track for 70%",AMC,0.689351639,AFR,0.491278713,0.483672132,1068149,0,0,NA,0.300503844,NA,NA,0,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,82.1,Mauritania,0,22.973,33.703,246139,16874
132,MUS,488070,439200,3500000,205000,357220835.9,250000,NA,0,NA,NA,0.000699847,NA,NA,NA,NA,Mauritius,UMIC,1271768,0,0,0.927887791,0,2.12154654,0,0.016143806,0,2.12154654,963452,0,15809,0.016143806,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,979261,15809,0,0,559578,0,0,0,2698115,2664022,1483964,2967927,0,0.757568991,NA,0,,Not captured,NA,70% target met,Self-financing,1,AFR,2.094738978,1.166851187,963452,0.002165517,2754.035714,NA,0,NA,NA,0,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,NA,Mauritius,0,75.757,78.668,243101,21815
133,MYT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mayotte,0,NA,NA,NA,NA
134,MEX,6563940,0,234800000,13110900,32831598154,0,NA,0,NA,0.976,0,NA,NA,NA,NA,Mexico,UMIC,128932753,0.002044379,0.081376966,0.26259511,10492156.25,1.539649277,0,0.194712899,0,1.539649277,79947470,0,19330750,0.194712899,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,99278220,19330750,0,0,56730411,0,0,0,198511220,155799072,121941962,243883925,20984312.5,0.620071069,NA,5.39E-05,,Not captured,NA,"40% target met, not on track for 70%",Self-financing,0.913957788,AMR,1.208374667,0.945779557,79947470,0.001686495,217444.3929,NA,0.162753932,0.75349787,NA,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6,Mexico,0,62.007,66.544,15028718,1599664
135,FSM,NA,NA,NA,NA,12329056.09,2349534,NA,161099.3387,NA,NA,0.190568847,NA,NA,NA,NA,Micronesia,LMIC,115023,0.00654189,NA,NA,NA,1.02448206,0.288467618,NA,NA,1.02448206,54305,NA,NA,0.386855298,Off track,2) Goal met after deadline,1) Goal met by deadline,1) Goal met by deadline,88568,34263,NA,25549,50610,0,NA,0,117839,63019,NA,NA,NA,0.472122967,NA,0.00130626,,Not captured,NA,"between 10% and 40%, off track for 70%",AMC,NA,WPR,0.547881728,NA,54305,0.003472597,399.4285714,NA,NA,0.681307828,0.358108108,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Micronesia (Federated States of),0,48.617,57.494,9411,1184
136,MCO,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monaco,HIC,39244,0.000181829,0,0,0,1.659871573,0,0.150605599,0,1.659871573,25667,0,4551,0.150605599,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,30218,4551,0,0,17267,0,0,0,65140,35828,35828,71655,0,0.654036286,NA,0.000627029,,Not captured,NA,"40% target met, not on track for 70%",Self-financing,1,EUR,0.912942106,0.912954847,25667,0.004024273,157.9285714,NA,0,0.772970595,1,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monaco,0,65.404,73.578,13637,1980
137,MNG,1327260,0,3030000,450000,288519671.9,111022278,230000,11448043.68,49.77410296,NA,0.384799682,NA,NA,NA,NA,Mongolia,LMIC,3278290,0.000770916,0,0.365928274,0,1.709970442,0,0.138255893,0,1.709970442,2175286,0,348997,0.138255893,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,2524283,348997,0,0,1442448,0,0,0,5605779,4221713,3022094,6044188,0,0.663542884,0.41,1.04E-05,,Goal met,0.41,"40% target met, not on track for 70%",AMC,1,WPR,1.287778995,0.921850721,2175286,0.000165504,542.5714286,0,0,0.982760088,1,4.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mongolia,0,66.364,69.334,254001,39938
138,MNE,48000,0,451200,518000,275606560.8,9.00E+05,NA,0,NA,0.821,0.003265525,NA,NA,NA,NA,Montenegro,UMIC,628062,0.009963979,0.337897373,0.040123427,212220.5,0.842017189,0,0.478052472,0,0.842017189,252418,0,231190,0.478052472,Off track,2) Goal met after deadline,1) Goal met by deadline,1) Goal met by deadline,483608,231190,0,0,276347,23929,0,0,528839,554800,529600,1059200,424441,0.401899812,NA,3.68E-05,,Not captured,NA,"between 10% and 40%, off track for 70%",Self-financing,0.599281533,EUR,0.883352281,0.843228853,252418,6.44E-05,40.46428571,NA,0.675794746,1,0.495130094,154.65,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,NA,Montenegro,0.478,40.59,44.45,141212,12905
139,MSR,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montserrat,Other,4999,0.011686623,0,NA,0,0.847569514,NA,0.130163679,NA,0.847569514,1829,NA,501,0.524811639,Off track,3) Goal not yet met,1) Goal met by deadline,1) Goal met by deadline,3849,2020,1519,NA,2200,371,0,NA,4237,NA,2330,4661,0,0.365873175,NA,0.000107164,,Not captured,NA,"between 10% and 40%, off track for 70%",,1,AMR,NA,0.466093219,1829,0.000114309,0.571428571,NA,0,NA,NA,102.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montserrat,0,36.587,37.968,NA,NA
